station_id,root_grdc_no,test_start_year,test_end_year
4123355,4127800,2017,2023
4125915,4127800,2017,2023
4123357,4127800,2017,2023
4119261,4127800,2017,2023
4119260,4127800,2017,2023
4125920,4127800,2017,2023
4119265,4127800,2017,2023
4121311,4127800,2017,2023
4125917,4127800,2017,2023
4119262,4127800,2017,2023
4125918,4127800,2017,2023
4119270,4127800,2017,2023
4119271,4127800,2017,2023
4121320,4127800,2017,2023
4119264,4127800,2017,2023
4123370,4127800,2017,2023
4125930,4127800,2017,2023
4123365,4127800,2017,2023
4125925,4127800,2017,2023
4122350,4127800,2017,2023
4123375,4127800,2017,2023
4119280,4127800,2017,2023
4119281,4127800,2017,2023
4121330,4127800,2017,2023
4119283,4127800,2017,2023
4119282,4127800,2017,2023
4125941,4127800,2017,2023
4119286,4127800,2017,2023
4119285,4127800,2017,2023
4119288,4127800,2017,2023
4125940,4127800,2017,2023
4119290,4127800,2017,2023
4123382,4127800,2017,2023
4121340,4127800,2017,2023
4121341,4127800,2017,2023
4123385,4127800,2017,2023
4119295,4127800,2017,2023
4125950,4127800,2017,2023
4125944,4127800,2017,2023
4122370,4127800,2017,2023
4120321,4127800,2017,2023
4119300,4127800,2017,2023
4120320,4127800,2017,2023
4121350,4127800,2017,2023
4120322,4127800,2017,2023
4123400,4127800,2017,2023
4120330,4127800,2017,2023
4120331,4127800,2017,2023
4127501,4127800,2017,2023
4127502,4127800,2017,2023
4127503,4127800,2017,2023
4119312,4127800,2017,2023
4119311,4127800,2017,2023
4119313,4127800,2017,2023
4119315,4127800,2017,2023
4122900,4127800,2017,2023
4122901,4127800,2017,2023
4122902,4127800,2017,2023
4122903,4127800,2017,2023
4119317,4127800,2017,2023
4119321,4127800,2017,2023
4119322,4127800,2017,2023
4119318,4127800,2017,2023
4119325,4127800,2017,2023
4119327,4127800,2017,2023
4122111,4127800,2017,2023
4121400,4127800,2017,2023
4121401,4127800,2017,2023
4125500,4127800,2017,2023
4120900,4127800,2017,2023
4120902,4127800,2017,2023
4120903,4127800,2017,2023
4121420,4127800,2017,2023
